sample_id;subspecies;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;entity_id;is_valid;value
1167013;2857;20070;2012-03-26;17297;55;20070;0.959;21355;2012-03-28;18174;69;21355;0.132;366;7;7.26515
1167013;2857;20070;2012-03-26;17297;55;20070;0.959;23286;2012-04-25;19697;69;23286;0.072;366;6;13.31944
1167013;2857;22117;2012-04-23;18936;55;22117;0.440;21355;2012-03-28;18174;69;21355;0.132;366;6;3.33333
1167013;2857;22117;2012-04-23;18936;55;22117;0.440;23286;2012-04-25;19697;69;23286;0.072;366;7;6.11111
1167014;2857;21492;2012-03-29;18311;55;21492;0.639;21836;2012-04-02;18655;69;21836;0.076;366;7;8.40789
1167014;2857;21492;2012-03-29;18311;55;21492;0.639;23965;2012-05-02;20376;69;23965;0.062;366;6;10.30645
1167014;2857;23492;2012-04-26;19903;55;23492;0.393;21836;2012-04-02;18655;69;21836;0.076;366;6;5.17105
1167014;2857;23492;2012-04-26;19903;55;23492;0.393;23965;2012-05-02;20376;69;23965;0.062;366;7;6.33871
1167015;2858;20161;2012-03-26;17388;55;20161;0.767;21407;2012-03-28;18226;69;21407;0.116;366;7;6.61207
1167015;2858;20161;2012-03-26;17388;55;20161;0.767;23281;2012-04-25;19692;69;23281;0.059;366;6;13.00000
1167015;2858;22103;2012-04-23;18922;55;22103;0.401;21407;2012-03-28;18226;69;21407;0.116;366;6;3.45690
1167015;2858;22103;2012-04-23;18922;55;22103;0.401;23281;2012-04-25;19692;69;23281;0.059;366;7;6.79661
1167016;2858;21487;2012-03-29;18306;55;21487;0.675;21834;2012-04-02;18653;69;21834;0.091;366;7;7.41758
1167016;2858;21487;2012-03-29;18306;55;21487;0.675;23987;2012-05-02;20398;69;23987;0.068;366;6;9.92647
1167016;2858;23523;2012-04-26;19934;55;23523;0.437;21834;2012-04-02;18653;69;21834;0.091;366;6;4.80220
1167016;2858;23523;2012-04-26;19934;55;23523;0.437;23987;2012-05-02;20398;69;23987;0.068;366;7;6.42647
1167017;2858;20189;2012-03-26;17416;55;20189;0.445;21406;2012-03-28;18225;69;21406;0.067;366;7;6.64179
1167017;2858;20189;2012-03-26;17416;55;20189;0.445;23361;2012-04-25;19772;69;23361;0.069;366;6;6.44928
1167017;2858;22227;2012-04-23;19046;55;22227;0.528;21406;2012-03-28;18225;69;21406;0.067;366;6;7.88060
1167017;2858;22227;2012-04-23;19046;55;22227;0.528;23361;2012-04-25;19772;69;23361;0.069;366;7;7.65217
1167018;2858;21615;2012-03-29;18434;55;21615;0.564;21874;2012-04-02;18693;69;21874;0.069;366;7;8.17391
1167018;2858;21615;2012-03-29;18434;55;21615;0.564;23988;2012-05-02;20399;69;23988;0.073;366;6;7.72603
1167018;2858;23559;2012-04-26;19970;55;23559;0.477;21874;2012-04-02;18693;69;21874;0.069;366;6;6.91304
1167018;2858;23559;2012-04-26;19970;55;23559;0.477;23988;2012-05-02;20399;69;23988;0.073;366;7;6.53425
1167019;2858;20073;2012-03-26;17300;55;20073;0.490;21353;2012-03-28;18172;69;21353;0.077;366;7;6.36364
1167019;2858;20073;2012-03-26;17300;55;20073;0.490;23258;2012-04-25;19669;69;23258;0.058;366;6;8.44828
1167019;2858;22209;2012-04-23;19028;55;22209;0.392;21353;2012-03-28;18172;69;21353;0.077;366;6;5.09091
1167019;2858;22209;2012-04-23;19028;55;22209;0.392;23258;2012-04-25;19669;69;23258;0.058;366;7;6.75862
1167020;2858;21503;2012-03-29;18322;55;21503;0.564;21833;2012-04-02;18652;69;21833;0.073;366;7;7.72603
1167020;2858;21503;2012-03-29;18322;55;21503;0.564;23928;2012-05-02;20339;69;23928;0.069;366;6;8.17391
1167020;2858;23534;2012-04-26;19945;55;23534;0.466;21833;2012-04-02;18652;69;21833;0.073;366;6;6.38356
1167020;2858;23534;2012-04-26;19945;55;23534;0.466;23928;2012-05-02;20339;69;23928;0.069;366;7;6.75362
1167021;2674;20063;2012-03-26;17290;55;20063;0.514;21255;2012-03-28;18074;69;21255;0.076;366;7;6.76316
1167021;2674;20063;2012-03-26;17290;55;20063;0.514;23434;2012-04-25;19845;69;23434;0.076;366;6;6.76316
1167021;2674;22099;2012-04-23;18918;55;22099;0.451;21255;2012-03-28;18074;69;21255;0.076;366;6;5.93421
1167021;2674;22099;2012-04-23;18918;55;22099;0.451;23434;2012-04-25;19845;69;23434;0.076;366;7;5.93421
1167022;2674;21479;2012-03-29;18298;55;21479;1.031;21887;2012-04-02;18706;69;21887;0.149;366;7;6.91946
1167022;2674;21479;2012-03-29;18298;55;21479;1.031;23932;2012-05-02;20343;69;23932;0.062;366;2;16.62903
1167022;2674;23501;2012-04-26;19912;55;23501;0.340;21887;2012-04-02;18706;69;21887;0.149;366;6;2.28188
1167022;2674;23501;2012-04-26;19912;55;23501;0.340;23932;2012-05-02;20343;69;23932;0.062;366;7;5.48387
1167023;2674;20095;2012-03-26;17322;55;20095;0.602;21250;2012-03-28;18069;69;21250;0.086;366;7;7.00000
1167023;2674;20095;2012-03-26;17322;55;20095;0.602;23349;2012-04-25;19760;69;23349;0.075;366;6;8.02667
1167023;2674;22226;2012-04-23;19045;55;22226;0.467;21250;2012-03-28;18069;69;21250;0.086;366;6;5.43023
1167023;2674;22226;2012-04-23;19045;55;22226;0.467;23349;2012-04-25;19760;69;23349;0.075;366;7;6.22667
1167024;2674;21518;2012-03-29;18337;55;21518;0.585;22026;2012-04-02;18845;69;22026;0.078;366;7;7.50000
1167024;2674;21518;2012-03-29;18337;55;21518;0.585;23895;2012-05-02;20306;69;23895;0.065;366;6;9.00000
1167024;2674;23574;2012-04-26;19985;55;23574;0.345;22026;2012-04-02;18845;69;22026;0.078;366;6;4.42308
1167024;2674;23574;2012-04-26;19985;55;23574;0.345;23895;2012-05-02;20306;69;23895;0.065;366;7;5.30769
1167025;2674;20180;2012-03-26;17407;55;20180;0.640;21260;2012-03-28;18079;69;21260;0.101;366;7;6.33663
1167025;2674;20180;2012-03-26;17407;55;20180;0.640;23290;2012-04-25;19701;69;23290;0.059;366;6;10.84746
1167025;2674;22105;2012-04-23;18924;55;22105;0.443;21260;2012-03-28;18079;69;21260;0.101;366;6;4.38614
1167025;2674;22105;2012-04-23;18924;55;22105;0.443;23290;2012-04-25;19701;69;23290;0.059;366;7;7.50847
1167026;2674;21598;2012-03-29;18417;55;21598;0.639;21871;2012-04-02;18690;69;21871;0.080;366;7;7.98750
1167026;2674;21598;2012-03-29;18417;55;21598;0.639;24016;2012-05-02;20427;69;24016;0.050;366;6;12.78000
1167026;2674;23545;2012-04-26;19956;55;23545;0.359;21871;2012-04-02;18690;69;21871;0.080;366;6;4.48750
1167026;2674;23545;2012-04-26;19956;55;23545;0.359;24016;2012-05-02;20427;69;24016;0.050;366;7;7.18000
1167027;2863;20052;2012-03-26;17279;55;20052;0.736;21393;2012-03-28;18212;69;21393;0.084;366;7;8.76190
1167027;2863;20052;2012-03-26;17279;55;20052;0.736;23442;2012-04-25;19853;69;23442;0.078;366;6;9.43590
1167027;2863;22189;2012-04-23;19008;55;22189;0.463;21393;2012-03-28;18212;69;21393;0.084;366;6;5.51190
1167027;2863;22189;2012-04-23;19008;55;22189;0.463;23442;2012-04-25;19853;69;23442;0.078;366;7;5.93590
1167028;2863;21480;2012-03-29;18299;55;21480;0.566;21891;2012-04-02;18710;69;21891;0.073;366;7;7.75342
1167028;2863;21480;2012-03-29;18299;55;21480;0.566;23940;2012-05-02;20351;69;23940;0.150;366;6;3.77333
1167028;2863;23498;2012-04-26;19909;55;23498;0.938;21891;2012-04-02;18710;69;21891;0.073;366;6;12.84932
1167028;2863;23498;2012-04-26;19909;55;23498;0.938;23940;2012-05-02;20351;69;23940;0.150;366;7;6.25333
1167029;2863;20186;2012-03-26;17413;55;20186;1.304;21247;2012-03-28;18066;69;21247;0.140;366;7;9.31429
1167029;2863;20186;2012-03-26;17413;55;20186;1.304;23365;2012-04-25;19776;69;23365;0.091;366;6;14.32967
1167029;2863;22221;2012-04-23;19040;55;22221;0.626;21247;2012-03-28;18066;69;21247;0.140;366;6;4.47143
1167029;2863;22221;2012-04-23;19040;55;22221;0.626;23365;2012-04-25;19776;69;23365;0.091;366;7;6.87912
1167030;2863;21620;2012-03-29;18439;55;21620;0.743;22019;2012-04-02;18838;69;22019;0.088;366;7;8.44318
1167030;2863;21620;2012-03-29;18439;55;21620;0.743;23985;2012-05-02;20396;69;23985;0.050;366;6;14.86000
1167030;2863;23571;2012-04-26;19982;55;23571;0.337;22019;2012-04-02;18838;69;22019;0.088;366;6;3.82955
1167030;2863;23571;2012-04-26;19982;55;23571;0.337;23985;2012-05-02;20396;69;23985;0.050;366;7;6.74000
1167031;2863;20079;2012-03-26;17306;55;20079;0.662;21273;2012-03-28;18092;69;21273;0.087;366;7;7.60920
1167031;2863;20079;2012-03-26;17306;55;20079;0.662;23268;2012-04-25;19679;69;23268;0.080;366;6;8.27500
1167031;2863;22202;2012-04-23;19021;55;22202;0.706;21273;2012-03-28;18092;69;21273;0.087;366;6;8.11494
1167031;2863;22202;2012-04-23;19021;55;22202;0.706;23268;2012-04-25;19679;69;23268;0.080;366;7;8.82500
1167032;2863;21600;2012-03-29;18419;55;21600;0.699;21853;2012-04-02;18672;69;21853;0.084;366;7;8.32143
1167032;2863;21600;2012-03-29;18419;55;21600;0.699;24011;2012-05-02;20422;69;24011;0.131;366;6;5.33588
1167032;2863;23542;2012-04-26;19953;55;23542;1.040;21853;2012-04-02;18672;69;21853;0.084;366;6;12.38095
1167032;2863;23542;2012-04-26;19953;55;23542;1.040;24011;2012-05-02;20422;69;24011;0.131;366;7;7.93893
1167033;2854;20056;2012-03-26;17283;55;20056;1.528;21246;2012-03-28;18065;69;21246;0.202;366;7;7.56436
1167033;2854;20056;2012-03-26;17283;55;20056;1.528;23439;2012-04-25;19850;69;23439;0.169;366;6;9.04142
1167033;2854;22192;2012-04-23;19011;55;22192;1.149;21246;2012-03-28;18065;69;21246;0.202;366;6;5.68812
1167033;2854;22192;2012-04-23;19011;55;22192;1.149;23439;2012-04-25;19850;69;23439;0.169;366;7;6.79882
1167034;2854;21488;2012-03-29;18307;55;21488;0.532;21828;2012-04-02;18647;69;21828;0.085;366;7;6.25882
1167034;2854;21488;2012-03-29;18307;55;21488;0.532;23919;2012-05-02;20330;69;23919;0.083;366;6;6.40964
1167034;2854;23511;2012-04-26;19922;55;23511;0.440;21828;2012-04-02;18647;69;21828;0.085;366;6;5.17647
1167034;2854;23511;2012-04-26;19922;55;23511;0.440;23919;2012-05-02;20330;69;23919;0.083;366;7;5.30120
1167035;2854;20101;2012-03-26;17328;55;20101;1.42;21228;2012-03-28;18047;69;21228;0.173;366;7;8.20809
1167035;2854;20101;2012-03-26;17328;55;20101;1.42;23334;2012-04-25;19745;69;23334;0.095;366;6;14.94737
1167035;2854;22231;2012-04-23;19050;55;22231;0.596;21228;2012-03-28;18047;69;21228;0.173;366;6;3.44509
1167035;2854;22231;2012-04-23;19050;55;22231;0.596;23334;2012-04-25;19745;69;23334;0.095;366;7;6.27368
1167036;2854;21622;2012-03-29;18441;55;21622;0.614;22025;2012-04-02;18844;69;22025;0.084;366;7;7.30952
1167036;2854;21622;2012-03-29;18441;55;21622;0.614;23891;2012-05-02;20302;69;23891;0.057;366;6;10.77193
1167036;2854;23578;2012-04-26;19989;55;23578;0.319;22025;2012-04-02;18844;69;22025;0.084;366;6;3.79762
1167036;2854;23578;2012-04-26;19989;55;23578;0.319;23891;2012-05-02;20302;69;23891;0.057;366;7;5.59649
1167037;2854;20181;2012-03-26;17408;55;20181;1.375;21266;2012-03-28;18085;69;21266;0.184;366;7;7.47283
1167037;2854;20181;2012-03-26;17408;55;20181;1.375;23272;2012-04-25;19683;69;23272;0.099;366;6;13.88889
1167037;2854;22108;2012-04-23;18927;55;22108;0.641;21266;2012-03-28;18085;69;21266;0.184;366;6;3.48370
1167037;2854;22108;2012-04-23;18927;55;22108;0.641;23272;2012-04-25;19683;69;23272;0.099;366;7;6.47475
1167038;2854;21505;2012-03-29;18324;55;21505;0.991;21879;2012-04-02;18698;69;21879;0.136;366;7;7.28676
1167038;2854;21505;2012-03-29;18324;55;21505;0.991;24051;2012-05-02;20462;69;24051;0.082;366;6;12.08537
1167038;2854;23583;2012-04-26;19994;55;23583;0.458;21879;2012-04-02;18698;69;21879;0.136;366;6;3.36765
1167038;2854;23583;2012-04-26;19994;55;23583;0.458;24051;2012-05-02;20462;69;24051;0.082;366;7;5.58537
1167039;2862;20053;2012-03-26;17280;55;20053;0.634;21390;2012-03-28;18209;69;21390;0.079;366;7;8.02532
1167039;2862;20053;2012-03-26;17280;55;20053;0.634;23427;2012-04-25;19838;69;23427;0.141;366;6;4.49645
1167039;2862;22088;2012-04-23;18907;55;22088;1.011;21390;2012-03-28;18209;69;21390;0.079;366;6;12.79747
1167039;2862;22088;2012-04-23;18907;55;22088;1.011;23427;2012-04-25;19838;69;23427;0.141;366;7;7.17021
1167040;2862;21571;2012-03-29;18390;55;21571;0.705;22011;2012-04-02;18830;69;22011;0.081;366;7;8.70370
1167040;2862;21571;2012-03-29;18390;55;21571;0.705;23934;2012-05-02;20345;69;23934;0.100;366;6;7.05000
1167040;2862;23496;2012-04-26;19907;55;23496;0.530;22011;2012-04-02;18830;69;22011;0.081;366;6;6.54321
1167040;2862;23496;2012-04-26;19907;55;23496;0.530;23934;2012-05-02;20345;69;23934;0.100;366;7;5.30000
1167041;2862;20195;2012-03-26;17422;55;20195;0.665;21223;2012-03-28;18042;69;21223;0.088;366;7;7.55682
1167041;2862;20195;2012-03-26;17422;55;20195;0.665;23342;2012-04-25;19753;69;23342;0.076;366;6;8.75000
1167041;2862;22137;2012-04-23;18956;55;22137;0.410;21223;2012-03-28;18042;69;21223;0.088;366;6;4.65909
1167041;2862;22137;2012-04-23;18956;55;22137;0.410;23342;2012-04-25;19753;69;23342;0.076;366;7;5.39474
1167042;2862;21510;2012-03-29;18329;55;21510;0.793;21863;2012-04-02;18682;69;21863;0.092;366;7;8.61957
1167042;2862;21510;2012-03-29;18329;55;21510;0.793;24003;2012-05-02;20414;69;24003;0.098;366;6;8.09184
1167042;2862;23549;2012-04-26;19960;55;23549;0.487;21863;2012-04-02;18682;69;21863;0.092;366;6;5.29348
1167042;2862;23549;2012-04-26;19960;55;23549;0.487;24003;2012-05-02;20414;69;24003;0.098;366;7;4.96939
1167043;2862;20166;2012-03-26;17393;55;20166;0.471;21321;2012-03-28;18140;69;21321;0.072;366;7;6.54167
1167043;2862;20166;2012-03-26;17393;55;20166;0.471;23261;2012-04-25;19672;69;23261;0.056;366;6;8.41071
1167043;2862;22119;2012-04-23;18938;55;22119;0.416;21321;2012-03-28;18140;69;21321;0.072;366;6;5.77778
1167043;2862;22119;2012-04-23;18938;55;22119;0.416;23261;2012-04-25;19672;69;23261;0.056;366;7;7.42857
1167044;2862;21502;2012-03-29;18321;55;21502;0.673;21840;2012-04-02;18659;69;21840;0.082;366;7;8.20732
1167044;2862;21502;2012-03-29;18321;55;21502;0.673;23925;2012-05-02;20336;69;23925;0.075;366;6;8.97333
1167044;2862;23537;2012-04-26;19948;55;23537;0.515;21840;2012-04-02;18659;69;21840;0.082;366;6;6.28049
1167044;2862;23537;2012-04-26;19948;55;23537;0.515;23925;2012-05-02;20336;69;23925;0.075;366;7;6.86667
1167045;2860;20051;2012-03-26;17278;55;20051;1.218;21240;2012-03-28;18059;69;21240;0.157;366;7;7.75796
1167045;2860;20051;2012-03-26;17278;55;20051;1.218;23443;2012-04-25;19854;69;23443;0.126;366;6;9.66667
1167045;2860;22089;2012-04-23;18908;55;22089;0.781;21240;2012-03-28;18059;69;21240;0.157;366;6;4.97452
1167045;2860;22089;2012-04-23;18908;55;22089;0.781;23443;2012-04-25;19854;69;23443;0.126;366;7;6.19841
1167046;2860;21572;2012-03-29;18391;55;21572;0.997;21949;2012-04-02;18768;69;21949;0.145;366;7;6.87586
1167046;2860;21572;2012-03-29;18391;55;21572;0.997;23929;2012-05-02;20340;69;23929;0.083;366;6;12.01205
1167046;2860;23502;2012-04-26;19913;55;23502;0.433;21949;2012-04-02;18768;69;21949;0.145;366;6;2.98621
1167046;2860;23502;2012-04-26;19913;55;23502;0.433;23929;2012-05-02;20340;69;23929;0.083;366;7;5.21687
1167047;2860;20091;2012-03-26;17318;55;20091;0.826;21239;2012-03-28;18058;69;21239;0.109;366;7;7.57798
1167047;2860;20091;2012-03-26;17318;55;20091;0.826;23346;2012-04-25;19757;69;23346;0.058;366;6;14.24138
1167047;2860;22131;2012-04-23;18950;55;22131;0.360;21239;2012-03-28;18058;69;21239;0.109;366;6;3.30275
1167047;2860;22131;2012-04-23;18950;55;22131;0.360;23346;2012-04-25;19757;69;23346;0.058;366;7;6.20690
1167048;2860;21523;2012-03-29;18342;55;21523;0.999;22028;2012-04-02;18847;69;22028;0.112;366;7;8.91964
1167048;2860;21523;2012-03-29;18342;55;21523;0.999;23896;2012-05-02;20307;69;23896;0.129;366;6;7.74419
1167048;2860;23570;2012-04-26;19981;55;23570;0.598;22028;2012-04-02;18847;69;22028;0.112;366;6;5.33929
1167048;2860;23570;2012-04-26;19981;55;23570;0.598;23896;2012-05-02;20307;69;23896;0.129;366;7;4.63566
1167049;2860;20081;2012-03-26;17308;55;20081;0.838;21276;2012-03-28;18095;69;21276;0.107;366;7;7.83178
1167049;2860;20081;2012-03-26;17308;55;20081;0.838;23288;2012-04-25;19699;69;23288;0.152;366;6;5.51316
1167049;2860;22110;2012-04-23;18929;55;22110;1.014;21276;2012-03-28;18095;69;21276;0.107;366;6;9.47664
1167049;2860;22110;2012-04-23;18929;55;22110;1.014;23288;2012-04-25;19699;69;23288;0.152;366;7;6.67105
1167050;2860;21501;2012-03-29;18320;55;21501;0.690;21842;2012-04-02;18661;69;21842;0.095;366;7;7.26316
1167050;2860;21501;2012-03-29;18320;55;21501;0.690;23914;2012-05-02;20325;69;23914;0.059;366;6;11.69492
1167050;2860;23529;2012-04-26;19940;55;23529;0.377;21842;2012-04-02;18661;69;21842;0.095;366;6;3.96842
1167050;2860;23529;2012-04-26;19940;55;23529;0.377;23914;2012-05-02;20325;69;23914;0.059;366;7;6.38983
1167051;2859;20160;2012-03-26;17387;55;20160;0.651;21411;2012-03-28;18230;69;21411;0.077;366;7;8.45455
1167051;2859;20160;2012-03-26;17387;55;20160;0.651;23441;2012-04-25;19852;69;23441;0.101;366;6;6.44554
1167051;2859;22101;2012-04-23;18920;55;22101;0.595;21411;2012-03-28;18230;69;21411;0.077;366;6;7.72727
1167051;2859;22101;2012-04-23;18920;55;22101;0.595;23441;2012-04-25;19852;69;23441;0.101;366;7;5.89109
1167052;2859;21484;2012-03-29;18303;55;21484;0.414;21937;2012-04-02;18756;69;21937;0.067;366;7;6.17910
1167052;2859;21484;2012-03-29;18303;55;21484;0.414;23924;2012-05-02;20335;69;23924;0.068;366;6;6.08824
1167052;2859;23504;2012-04-26;19915;55;23504;0.320;21937;2012-04-02;18756;69;21937;0.067;366;6;4.77612
1167052;2859;23504;2012-04-26;19915;55;23504;0.320;23924;2012-05-02;20335;69;23924;0.068;366;7;4.70588
1167053;2859;20188;2012-03-26;17415;55;20188;1.269;21222;2012-03-28;18041;69;21222;0.139;366;7;9.12950
1167053;2859;20188;2012-03-26;17415;55;20188;1.269;23360;2012-04-25;19771;69;23360;0.069;366;2;18.39130
1167053;2859;22224;2012-04-23;19043;55;22224;0.394;21222;2012-03-28;18041;69;21222;0.139;366;6;2.83453
1167053;2859;22224;2012-04-23;19043;55;22224;0.394;23360;2012-04-25;19771;69;23360;0.069;366;7;5.71014
1167054;2859;21617;2012-03-29;18436;55;21617;0.842;22023;2012-04-02;18842;69;22023;0.102;366;7;8.25490
1167054;2859;21617;2012-03-29;18436;55;21617;0.842;23904;2012-05-02;20315;69;23904;0.066;366;6;12.75758
1167054;2859;23568;2012-04-26;19979;55;23568;0.354;22023;2012-04-02;18842;69;22023;0.102;366;6;3.47059
1167054;2859;23568;2012-04-26;19979;55;23568;0.354;23904;2012-05-02;20315;69;23904;0.066;366;7;5.36364
1167055;2859;20170;2012-03-26;17397;55;20170;1.083;21397;2012-03-28;18216;69;21397;0.149;366;7;7.26846
1167055;2859;20170;2012-03-26;17397;55;20170;1.083;23275;2012-04-25;19686;69;23275;0.045;366;2;24.06667
1167055;2859;22112;2012-04-23;18931;55;22112;0.385;21397;2012-03-28;18216;69;21397;0.149;366;6;2.58389
1167055;2859;22112;2012-04-23;18931;55;22112;0.385;23275;2012-04-25;19686;69;23275;0.045;366;7;8.55556
1167056;2859;21504;2012-03-29;18323;55;21504;0.832;21832;2012-04-02;18651;69;21832;0.103;366;7;8.07767
1167056;2859;21504;2012-03-29;18323;55;21504;0.832;23913;2012-05-02;20324;69;23913;0.058;366;6;14.34483
1167056;2859;23539;2012-04-26;19950;55;23539;0.461;21832;2012-04-02;18651;69;21832;0.103;366;6;4.47573
1167056;2859;23539;2012-04-26;19950;55;23539;0.461;23913;2012-05-02;20324;69;23913;0.058;366;7;7.94828
1167057;2856;20064;2012-03-26;17291;55;20064;0.412;21283;2012-03-28;18102;69;21283;0.060;366;7;6.86667
1167057;2856;20064;2012-03-26;17291;55;20064;0.412;23279;2012-04-25;19690;69;23279;0.073;366;6;5.64384
1167057;2856;22200;2012-04-23;19019;55;22200;0.458;21283;2012-03-28;18102;69;21283;0.060;366;6;7.63333
1167057;2856;22200;2012-04-23;19019;55;22200;0.458;23279;2012-04-25;19690;69;23279;0.073;366;7;6.27397
1167058;2856;21478;2012-03-29;18297;55;21478;0.673;21954;2012-04-02;18773;69;21954;0.093;366;7;7.23656
1167058;2856;21478;2012-03-29;18297;55;21478;0.673;23922;2012-05-02;20333;69;23922;0.068;366;6;9.89706
1167058;2856;23503;2012-04-26;19914;55;23503;0.321;21954;2012-04-02;18773;69;21954;0.093;366;6;3.45161
1167058;2856;23503;2012-04-26;19914;55;23503;0.321;23922;2012-05-02;20333;69;23922;0.068;366;7;4.72059
1167059;2856;20194;2012-03-26;17421;55;20194;0.602;21221;2012-03-28;18040;69;21221;0.093;366;7;6.47312
1167059;2856;20194;2012-03-26;17421;55;20194;0.602;23335;2012-04-25;19746;69;23335;0.124;366;6;4.85484
1167059;2856;22234;2012-04-23;19053;55;22234;0.734;21221;2012-03-28;18040;69;21221;0.093;366;6;7.89247
1167059;2856;22234;2012-04-23;19053;55;22234;0.734;23335;2012-04-25;19746;69;23335;0.124;366;7;5.91935
1167060;2856;21621;2012-03-29;18440;55;21621;0.642;22020;2012-04-02;18839;69;22020;0.086;366;7;7.46512
1167060;2856;21621;2012-03-29;18440;55;21621;0.642;23893;2012-05-02;20304;69;23893;0.062;366;6;10.35484
1167060;2856;23567;2012-04-26;19978;55;23567;0.359;22020;2012-04-02;18839;69;22020;0.086;366;6;4.17442
1167060;2856;23567;2012-04-26;19978;55;23567;0.359;23893;2012-05-02;20304;69;23893;0.062;366;7;5.79032
1167061;2856;20086;2012-03-26;17313;55;20086;0.911;21279;2012-03-28;18098;69;21279;0.141;366;7;6.46099
1167061;2856;20086;2012-03-26;17313;55;20086;0.911;23283;2012-04-25;19694;69;23283;0.103;366;6;8.84466
1167061;2856;22106;2012-04-23;18925;55;22106;0.859;21279;2012-03-28;18098;69;21279;0.141;366;6;6.09220
1167061;2856;22106;2012-04-23;18925;55;22106;0.859;23283;2012-04-25;19694;69;23283;0.103;366;7;8.33981
1167062;2856;21495;2012-03-29;18314;55;21495;0.574;22006;2012-04-02;18825;69;22006;0.071;366;7;8.08451
1167062;2856;21495;2012-03-29;18314;55;21495;0.574;23948;2012-05-02;20359;69;23948;0.094;366;6;6.10638
1167062;2856;23486;2012-04-26;19897;55;23486;0.956;22006;2012-04-02;18825;69;22006;0.071;366;6;13.46479
1167062;2856;23486;2012-04-26;19897;55;23486;0.956;23948;2012-05-02;20359;69;23948;0.094;366;7;10.17021
1167063;2861;20149;2012-03-26;17376;55;20149;0.724;21380;2012-03-28;18199;69;21380;0.092;366;7;7.86957
1167063;2861;20149;2012-03-26;17376;55;20149;0.724;23454;2012-04-25;19865;69;23454;0.121;366;6;5.98347
1167063;2861;22186;2012-04-23;19005;55;22186;0.803;21380;2012-03-28;18199;69;21380;0.092;366;6;8.72826
1167063;2861;22186;2012-04-23;19005;55;22186;0.803;23454;2012-04-25;19865;69;23454;0.121;366;7;6.63636
1167064;2861;21490;2012-03-29;18309;55;21490;0.929;21883;2012-04-02;18702;69;21883;0.126;366;7;7.37302
1167064;2861;21490;2012-03-29;18309;55;21490;0.929;23980;2012-05-02;20391;69;23980;0.068;366;6;13.66176
1167064;2861;23514;2012-04-26;19925;55;23514;0.571;21883;2012-04-02;18702;69;21883;0.126;366;6;4.53175
1167064;2861;23514;2012-04-26;19925;55;23514;0.571;23980;2012-05-02;20391;69;23980;0.068;366;7;8.39706
1167065;2861;20179;2012-03-26;17406;55;20179;0.420;21267;2012-03-28;18086;69;21267;0.059;366;7;7.11864
1167065;2861;20179;2012-03-26;17406;55;20179;0.420;23355;2012-04-25;19766;69;23355;0.053;366;6;7.92453
1167065;2861;22126;2012-04-23;18945;55;22126;0.448;21267;2012-03-28;18086;69;21267;0.059;366;6;7.59322
1167065;2861;22126;2012-04-23;18945;55;22126;0.448;23355;2012-04-25;19766;69;23355;0.053;366;7;8.45283
1167066;2861;21509;2012-03-29;18328;55;21509;0.372;21873;2012-04-02;18692;69;21873;0.050;366;7;7.44000
1167066;2861;21509;2012-03-29;18328;55;21509;0.372;23992;2012-05-02;20403;69;23992;0.061;366;6;6.09836
1167066;2861;23554;2012-04-26;19965;55;23554;0.334;21873;2012-04-02;18692;69;21873;0.050;366;6;6.68000
1167066;2861;23554;2012-04-26;19965;55;23554;0.334;23992;2012-05-02;20403;69;23992;0.061;366;7;5.47541
1167067;2861;20178;2012-03-26;17405;55;20178;0.529;21249;2012-03-28;18068;69;21249;0.082;366;7;6.45122
1167067;2861;20178;2012-03-26;17405;55;20178;0.529;23273;2012-04-25;19684;69;23273;0.091;366;6;5.81319
1167067;2861;22207;2012-04-23;19026;55;22207;0.670;21249;2012-03-28;18068;69;21249;0.082;366;6;8.17073
1167067;2861;22207;2012-04-23;19026;55;22207;0.670;23273;2012-04-25;19684;69;23273;0.091;366;7;7.36264
1167068;2861;21601;2012-03-29;18420;55;21601;0.685;21866;2012-04-02;18685;69;21866;0.087;366;7;7.87356
1167068;2861;21601;2012-03-29;18420;55;21601;0.685;24005;2012-05-02;20416;69;24005;0.105;366;6;6.52381
1167068;2861;23541;2012-04-26;19952;55;23541;0.778;21866;2012-04-02;18685;69;21866;0.087;366;6;8.94253
1167068;2861;23541;2012-04-26;19952;55;23541;0.778;24005;2012-05-02;20416;69;24005;0.105;366;7;7.40952
1167069;2869;20057;2012-03-26;17284;55;20057;0.973;21226;2012-03-28;18045;69;21226;0.131;366;7;7.42748
1167069;2869;20057;2012-03-26;17284;55;20057;0.973;23432;2012-04-25;19843;69;23432;0.103;366;6;9.44660
1167069;2869;22193;2012-04-23;19012;55;22193;0.738;21226;2012-03-28;18045;69;21226;0.131;366;6;5.63359
1167069;2869;22193;2012-04-23;19012;55;22193;0.738;23432;2012-04-25;19843;69;23432;0.103;366;7;7.16505
1167070;2869;21576;2012-03-29;18395;55;21576;0.521;21948;2012-04-02;18767;69;21948;0.083;366;7;6.27711
1167070;2869;21576;2012-03-29;18395;55;21576;0.521;23933;2012-05-02;20344;69;23933;0.151;366;6;3.45033
1167070;2869;23494;2012-04-26;19905;55;23494;0.964;21948;2012-04-02;18767;69;21948;0.083;366;6;11.61446
